vid,tmstmp,lat,lon,hdg,pid,rt,des,pdist,dly,tatripid,origtatripno,tablockid,zone,mode,psgld,stst,stsd,pulled_at,rt_chunk
1104,20260219 23:40,41.881360735212056,-87.67397635323661,268,954,20,Austin,13302,False,1040765,273982316,20 -864,,1,N/A,84270,2026-02-19,2026-02-19 23:40:15 CST,"9,X9,11,12,J14,15,18,19,20,21"
8662,20260219 23:39,41.880430514995865,-87.75179965679462,263,954,20,Austin,34487,False,1040764,273982337,20 -862,,1,N/A,83370,2026-02-19,2026-02-19 23:40:15 CST,"9,X9,11,12,J14,15,18,19,20,21"
1352,20260219 23:39,41.88048419436893,-87.77407280174461,189,959,20,Washington/State,0,False,1040626,273982326,20 -861,,1,N/A,85140,2026-02-19,2026-02-19 23:40:15 CST,"9,X9,11,12,J14,15,18,19,20,21"
8902,20260219 23:40,41.8808867931366,-87.71360381444295,88,959,20,Washington/State,16638,False,1040625,273982588,20 -817,,1,N/A,84240,2026-02-19,2026-02-19 23:40:15 CST,"9,X9,11,12,J14,15,18,19,20,21"
8278,20260219 23:39,41.85218708855765,-87.67549310411725,270,4557,21,North Riverside Mall,18548,False,413,273986495,21 -258,,1,N/A,84000,2026-02-19,2026-02-19 23:40:15 CST,"9,X9,11,12,J14,15,18,19,20,21"
8310,20260219 23:39,41.85181219681449,-87.70279013592264,262,4557,21,North Riverside Mall,25962,False,412,273986494,21 -259,,1,N/A,82800,2026-02-19,2026-02-19 23:40:15 CST,"9,X9,11,12,J14,15,18,19,20,21"
8105,20260219 23:40,41.85056686401367,-87.78926239013671,89,14113,21,Kedzie,6250,False,88415464,273986582,21 -212,,1,N/A,84840,2026-02-19,2026-02-19 23:40:15 CST,"9,X9,11,12,J14,15,18,19,20,21"
8814,20260219 23:40,41.87398147583008,-87.63066101074219,180,3932,22,Howard,0,False,204086,273987085,22 -553,,1,N/A,85680,2026-02-19,2026-02-19 23:40:20 CST,"22,24,26,28,29,30,31,34,35,36"
4143,20260219 23:40,41.88555696275499,-87.6294937133789,356,3932,22,Howard,5850,False,204085,273987084,22 -570,,1,N/A,84600,2026-02-19,2026-02-19 23:40:20 CST,"22,24,26,28,29,30,31,34,35,36"
8827,20260219 23:39,41.928209940592446,-87.64197222391765,338,3932,22,Howard,22533,False,204084,273987083,22 -579,,1,N/A,83460,2026-02-19,2026-02-19 23:40:20 CST,"22,24,26,28,29,30,31,34,35,36"
4325,20260219 23:40,41.961557149887085,-87.66593360900879,347,3932,22,Howard,36397,False,204083,273987082,22 -568,,1,N/A,82380,2026-02-19,2026-02-19 23:40:20 CST,"22,24,26,28,29,30,31,34,35,36"
4029,20260219 23:40,41.998449908362495,-87.67064740922716,343,3932,22,Howard,49982,False,204082,273987081,22 -574,,1,N/A,81300,2026-02-19,2026-02-19 23:40:20 CST,"22,24,26,28,29,30,31,34,35,36"
4130,20260219 23:39,41.98719390451092,-87.66971379110258,168,3936,22,Harrison,12972,False,204073,273986967,22 -572,,1,N/A,84300,2026-02-19,2026-02-19 23:40:20 CST,"22,24,26,28,29,30,31,34,35,36"
8852,20260219 23:40,41.947755601671005,-87.6569595336914,151,3936,22,Harrison,28041,False,204072,273986966,22 -580,,1,N/A,83100,2026-02-19,2026-02-19 23:40:20 CST,"22,24,26,28,29,30,31,34,35,36"
4357,20260219 23:39,41.88349742274131,-87.63091278076172,180,3936,22,Harrison,53231,False,204071,273986965,22 -565,,1,N/A,81900,2026-02-19,2026-02-19 23:40:20 CST,"22,24,26,28,29,30,31,34,35,36"
8469,20260219 23:40,41.771210289001466,-87.5863037109375,178,2156,28,103rd/Stony Island,14593,False,88349437,273995841,28 -155,,1,N/A,84300,2026-02-19,2026-02-19 23:40:20 CST,"22,24,26,28,29,30,31,34,35,36"
8445,20260219 23:39,41.70852502187093,-87.58145523071289,74,2156,28,103rd/Stony Island,40712,False,88349438,273995842,15 -153,,1,N/A,82500,2026-02-19,2026-02-19 23:40:20 CST,"22,24,26,28,29,30,31,34,35,36"
8443,20260219 23:39,41.78301527693465,-87.58651217898807,358,10941,28,47th/Lake Park,28500,False,88350467,273995909,28 -158,,1,N/A,83850,2026-02-19,2026-02-19 23:40:20 CST,"22,24,26,28,29,30,31,34,35,36"
8406,20260219 23:40,41.73722855588223,-87.62416661039312,354,1039,29,Navy Pier,5283,False,668,273993918,29 -169,,1,N/A,84600,2026-02-19,2026-02-19 23:40:20 CST,"22,24,26,28,29,30,31,34,35,36"
8485,20260219 23:39,41.872296780956034,-87.62747192382812,5,1039,29,Navy Pier,54599,False,670,273993917,29 -168,,1,N/A,82800,2026-02-19,2026-02-19 23:40:20 CST,"22,24,26,28,29,30,31,34,35,36"
8330,20260219 23:40,41.890275,-87.62813666666666,181,1039,29,Navy Pier,62265,False,671,273993916,29 -159,,1,N/A,81300,2026-02-19,2026-02-19 23:40:20 CST,"22,24,26,28,29,30,31,34,35,36"
8004,20260219 23:39,41.868060934132544,-87.62751007080078,178,1042,29,95th Red Line,15222,False,681,273993998,29 -161,,1,N/A,84000,2026-02-19,2026-02-19 23:40:20 CST,"22,24,26,28,29,30,31,34,35,36"
1417,20260219 23:40,41.82387080091111,-87.62650299072266,179,1042,29,95th Red Line,31349,False,682,273993997,29 -152,,1,N/A,82710,2026-02-19,2026-02-19 23:40:20 CST,"22,24,26,28,29,30,31,34,35,36"
1182,20260219 23:40,41.722774505615234,-87.62433386908637,91,1042,29,95th Red Line,68778,False,683,273993996,29 -165,,1,N/A,81420,2026-02-19,2026-02-19 23:40:20 CST,"22,24,26,28,29,30,31,34,35,36"
8390,20260219 23:39,41.72266387939453,-87.6248550415039,13,10916,34,95th Red Line,34301,False,126320,273996114,34 -156,,1,N/A,83400,2026-02-19,2026-02-19 23:40:20 CST,"22,24,26,28,29,30,31,34,35,36"
7901,20260219 23:40,41.67313279776737,-87.62034712166621,178,10934,34,131st & Ellis,19333,False,126245,273996104,34 -157,,1,N/A,84300,2026-02-19,2026-02-19 23:40:20 CST,"22,24,26,28,29,30,31,34,35,36"
8488,20260219 23:40,41.659327295091416,-87.61852179633246,158,10934,34,131st & Ellis,25023,False,126244,273996086,34 -159,,1,N/A,83100,2026-02-19,2026-02-19 23:40:20 CST,"22,24,26,28,29,30,31,34,35,36"
8912,20260219 23:40,41.83103361863356,-87.62410900409405,88,7100,35,Cottage Grove,24019,False,82,273998543,35 -260,,1,N/A,84000,2026-02-19,2026-02-19 23:40:20 CST,"22,24,26,28,29,30,31,34,35,36"
1116,20260219 23:40,41.83073043823242,-87.64781471535012,267,7101,35,36th/Kedzie,10222,False,111496,273998592,35 -259,,1,N/A,84540,2026-02-19,2026-02-19 23:40:20 CST,"22,24,26,28,29,30,31,34,35,36"
8191,20260219 23:40,41.82723136026351,-87.70135685654937,269,7101,35,36th/Kedzie,27469,False,111495,273998591,35 -253,,1,N/A,83280,2026-02-19,2026-02-19 23:40:20 CST,"22,24,26,28,29,30,31,34,35,36"
8786,20260219 23:40,41.903890228271486,-87.62867279052735,173,5905,36,LaSalle Metra Station,40428,False,1021986,273993750,36 -566,,1,N/A,82650,2026-02-19,2026-02-19 23:40:20 CST,"22,24,26,28,29,30,31,34,35,36"
8303,20260219 23:40,41.876853942871094,-87.6333236694336,271,5905,36,LaSalle Metra Station,53431,False,1021987,273993749,36 -505,,1,N/A,81300,2026-02-19,2026-02-19 23:40:20 CST,"22,24,26,28,29,30,31,34,35,36"
1510,20260219 23:40,41.88896107328111,-87.6295664690543,357,5906,36,Devon/Clark,5953,False,1022010,273993836,36 -565,,1,N/A,84690,2026-02-19,2026-02-19 23:40:20 CST,"22,24,26,28,29,30,31,34,35,36"
8752,20260219 23:40,41.9254404703776,-87.64037831624348,339,5906,36,Devon/Clark,20990,False,1022009,273993835,36 -554,,1,N/A,83460,2026-02-19,2026-02-19 23:40:20 CST,"22,24,26,28,29,30,31,34,35,36"
1550,20260219 23:40,41.9616584777832,-87.65506744384766,335,5906,36,Devon/Clark,35163,False,1022008,273993834,36 -511,,1,N/A,82260,2026-02-19,2026-02-19 23:40:20 CST,"22,24,26,28,29,30,31,34,35,36"
8711,20260219 23:40,41.80835723876953,-87.6879825592041,88,6126,47,Lake Park,27297,False,227,273995428,47 -663,,1,N/A,84060,2026-02-19,2026-02-19 23:40:26 CST,"37,39,43,44,47,48,49,49B,X49,50"
1420,20260219 23:40,41.80934143066406,-87.59154510498047,217,6128,47,Midway Orange Line,0,False,236,273995425,47 -666,,1,N/A,84960,2026-02-19,2026-02-19 23:40:26 CST,"37,39,43,44,47,48,49,49B,X49,50"
8109,20260219 23:40,41.970467703683035,-87.68901203700474,178,1178,49,79th,3005,False,10001446,273987786,49 -665,,1,N/A,85080,2026-02-19,2026-02-19 23:40:26 CST,"37,39,43,44,47,48,49,49B,X49,50"
1444,20260219 23:40,41.91571388244629,-87.687428855896,179,1178,49,79th,22993,False,10001459,273987620,49 -652,,1,N/A,84210,2026-02-19,2026-02-19 23:40:26 CST,"37,39,43,44,47,48,49,49B,X49,50"
1536,20260219 23:40,41.90316081047058,-87.68711853027344,181,1178,49,79th,27567,False,10001462,273987809,49 -664,,1,N/A,83340,2026-02-19,2026-02-19 23:40:26 CST,"37,39,43,44,47,48,49,49B,X49,50"
8118,20260219 23:40,41.864830017089844,-87.68603964412914,178,1178,49,79th,41552,False,10001463,273987626,44 -602,,1,N/A,82500,2026-02-19,2026-02-19 23:40:26 CST,"37,39,43,44,47,48,49,49B,X49,50"
8823,20260219 23:40,41.76703643798828,-87.68336486816406,178,1178,49,79th,77616,False,10001466,273987621,49 -558,,1,N/A,80820,2026-02-19,2026-02-19 23:40:26 CST,"37,39,43,44,47,48,49,49B,X49,50"
8894,20260219 23:40,41.76114718119303,-87.68321228027344,179,1178,49,79th,79767,False,10001465,273987634,49 -573,,1,N/A,81660,2026-02-19,2026-02-19 23:40:26 CST,"37,39,43,44,47,48,49,49B,X49,50"
8851,20260219 23:39,41.750761686865964,-87.68199647362553,172,1178,49,79th,83814,False,10001467,273987811,49 -572,,1,N/A,80040,2026-02-19,2026-02-19 23:40:26 CST,"37,39,43,44,47,48,49,49B,X49,50"
8032,20260219 23:40,41.7906569403571,-87.68388366699219,358,1180,49,Berwyn,14629,False,10001436,273987765,49 -666,,1,N/A,84600,2026-02-19,2026-02-19 23:40:26 CST,"37,39,43,44,47,48,49,49B,X49,50"
8939,20260219 23:40,41.845370822482636,-87.68536376953125,358,1180,49,Berwyn,34643,False,10001437,273987764,49 -571,,1,N/A,83700,2026-02-19,2026-02-19 23:40:26 CST,"37,39,43,44,47,48,49,49B,X49,50"
8761,20260219 23:40,41.903018951416016,-87.68695831298828,358,1180,49,Berwyn,55680,False,10001438,273987763,49 -570,,1,N/A,82800,2026-02-19,2026-02-19 23:40:26 CST,"37,39,43,44,47,48,49,49B,X49,50"
8857,20260219 23:40,41.943525314331055,-87.6880874633789,358,1180,49,Berwyn,70469,False,10001448,273987762,49 -569,,1,N/A,81900,2026-02-19,2026-02-19 23:40:26 CST,"37,39,43,44,47,48,49,49B,X49,50"
8837,20260219 23:40,41.975500407971836,-87.68906041195518,2,1180,49,Berwyn,82131,False,10001439,273987761,49 -568,,1,N/A,81000,2026-02-19,2026-02-19 23:40:26 CST,"37,39,43,44,47,48,49,49B,X49,50"
8795,20260219 23:40,41.983020875512096,-87.68935878102373,1,4107,49B,Howard,6257,False,22225049,273988081,49B-554,,1,N/A,84870,2026-02-19,2026-02-19 23:40:26 CST,"37,39,43,44,47,48,49,49B,X49,50"
1865,20260219 23:40,42.01589144831119,-87.69024707960045,179,4108,49B,Western Brown Line,901,False,22225053,273987978,49 -564,,1,N/A,85170,2026-02-19,2026-02-19 23:40:26 CST,"37,39,43,44,47,48,49,49B,X49,50"
8771,20260219 23:40,41.89540481567383,-87.67704010009766,0,1192,50,Ashland/Clark,25538,False,250,274000207,50 -553,,1,N/A,83700,2026-02-19,2026-02-19 23:40:26 CST,"37,39,43,44,47,48,49,49B,X49,50"
1873,20260219 23:40,41.96637898399716,-87.67912292480469,358,1192,50,Ashland/Clark,51452,False,249,274000206,50 -560,,1,N/A,82470,2026-02-19,2026-02-19 23:40:26 CST,"37,39,43,44,47,48,49,49B,X49,50"
8262,20260219 23:40,41.8353268357574,-87.7047119140625,358,4718,52,Jackson,21825,False,88415614,273988589,52 -210,,1,N/A,84300,2026-02-19,2026-02-19 23:40:31 CST,"51,52,52A,53,53A,54,54A,54B,55,55A"
8897,20260219 23:40,41.787995187859785,-87.70343820672286,179,14120,52,63rd,43626,False,612,273988581,52 -256,,1,N/A,82800,2026-02-19,2026-02-19 23:40:31 CST,"51,52,52A,53,53A,54,54A,54B,55,55A"
8780,20260219 23:40,41.7584342956543,-87.72210693359375,0,28346,53,Peterson,4740,False,1035647,273981790,53 -864,,1,N/A,84900,2026-02-19,2026-02-19 23:40:31 CST,"51,52,52A,53,53A,54,54A,54B,55,55A"
1126,20260219 23:40,41.83283374184057,-87.72426792613247,358,28346,53,Peterson,33048,False,1034585,273981789,53 -859,,1,N/A,83700,2026-02-19,2026-02-19 23:40:31 CST,"51,52,52A,53,53A,54,54A,54B,55,55A"
8607,20260219 23:40,41.8948204452927,-87.72608102334512,0,28346,53,Peterson,55613,False,1035644,273981787,53 -861,,1,N/A,81240,2026-02-19,2026-02-19 23:40:31 CST,"51,52,52A,53,53A,54,54A,54B,55,55A"
8568,20260219 23:40,41.8953523307011,-87.72606658935547,0,28346,53,Peterson,55808,False,1034583,273981788,53 -858,,1,N/A,82500,2026-02-19,2026-02-19 23:40:31 CST,"51,52,52A,53,53A,54,54A,54B,55,55A"
8306,20260219 23:40,41.989975,-87.72843333333333,271,28346,53,Peterson,90440,False,1034581,273981786,53 -860,,1,N/A,80040,2026-02-19,2026-02-19 23:40:31 CST,"51,52,52A,53,53A,54,54A,54B,55,55A"
8567,20260219 23:40,41.892180702903055,-87.72596463290128,178,28350,53,Ford City,35972,False,88393327,273982022,53 -863,,1,N/A,83130,2026-02-19,2026-02-19 23:40:31 CST,"51,52,52A,53,53A,54,54A,54B,55,55A"
8580,20260219 23:40,41.839807739257814,-87.72442977905274,178,28350,53,Ford City,55104,False,88393326,273982021,53 -803,,1,N/A,82050,2026-02-19,2026-02-19 23:40:31 CST,"51,52,52A,53,53A,54,54A,54B,55,55A"
8649,20260219 23:40,41.793213013679754,-87.72324395948841,178,28350,53,Ford City,73142,False,88393325,273982020,53 -807,,1,N/A,81180,2026-02-19,2026-02-19 23:40:31 CST,"51,52,52A,53,53A,54,54A,54B,55,55A"
8650,20260219 23:40,41.77134376348451,-87.72264862060547,179,28350,53,Ford City,81121,False,88393324,273982019,53 -862,,1,N/A,80640,2026-02-19,2026-02-19 23:40:31 CST,"51,52,52A,53,53A,54,54A,54B,55,55A"
8718,20260219 23:40,41.94669441554857,-87.72743225097656,183,28351,53,Pulaski Orange Line,15884,False,88393328,273982023,53 -865,,1,N/A,84270,2026-02-19,2026-02-19 23:40:31 CST,"51,52,52A,53,53A,54,54A,54B,55,55A"
8471,20260219 23:40,41.794639587402344,-87.72329711914062,179,4573,53A,115th,2458,False,1090548,273999861,53A-701,,1,N/A,85080,2026-02-19,2026-02-19 23:40:31 CST,"51,52,52A,53,53A,54,54A,54B,55,55A"
8613,20260219 23:40,41.70955544329704,-87.72110748291016,178,4573,53A,115th,33518,False,1090547,273999989,53A-753,,1,N/A,83700,2026-02-19,2026-02-19 23:40:31 CST,"51,52,52A,53,53A,54,54A,54B,55,55A"
8544,20260219 23:40,41.68414166666667,-87.71714,270,28357,53A,Pulaski Orange Line,0,False,88351254,273999969,53A-757,,1,N/A,85800,2026-02-19,2026-02-19 23:40:31 CST,"51,52,52A,53,53A,54,54A,54B,55,55A"
1328,20260219 23:40,41.75445347740536,-87.7220580691383,354,28357,53A,Pulaski Orange Line,26502,False,1090467,273999910,53A-756,,1,N/A,84300,2026-02-19,2026-02-19 23:40:31 CST,"51,52,52A,53,53A,54,54A,54B,55,55A"
8581,20260219 23:40,41.87131278298118,-87.74479619806463,1,4588,54,Montrose,9162,False,1066994,273982622,54 -855,,1,N/A,84660,2026-02-19,2026-02-19 23:40:31 CST,"51,52,52A,53,53A,54,54A,54B,55,55A"
8578,20260219 23:40,41.94101669539267,-87.7467146916176,358,4588,54,Montrose,34609,False,1066993,273982621,54 -854,,1,N/A,83580,2026-02-19,2026-02-19 23:40:31 CST,"51,52,52A,53,53A,54,54A,54B,55,55A"
1366,20260219 23:40,41.95995181944312,-87.74767675632384,354,4588,54,Montrose,41586,False,1066992,273982620,54 -808,,1,N/A,82500,2026-02-19,2026-02-19 23:40:31 CST,"51,52,52A,53,53A,54,54A,54B,55,55A"
8583,20260219 23:40,41.846504818309434,-87.744140625,197,4590,54,24th Pl,41810,False,1066890,273982646,54 -853,,1,N/A,83160,2026-02-19,2026-02-19 23:40:31 CST,"51,52,52A,53,53A,54,54A,54B,55,55A"
8673,20260219 23:40,41.8126054243608,-87.74319458007812,359,1277,54B,54th/Cermak Pink Line,27750,False,1067493,273992318,54B-806,,1,N/A,84060,2026-02-19,2026-02-19 23:40:31 CST,"51,52,52A,53,53A,54,54A,54B,55,55A"
8893,20260219 23:40,41.78659403099204,-87.73896199352336,290,1286,54B,Ford City,30600,False,1067424,273992273,54B-854,,1,N/A,83100,2026-02-19,2026-02-19 23:40:31 CST,"51,52,52A,53,53A,54,54A,54B,55,55A"
1469,20260219 23:35,41.793563766479494,-87.67374786376953,82,5424,55,Museum of Science & Industry,22891,False,204201,273985261,55 -655,,1,N/A,83850,2026-02-19,2026-02-19 23:40:31 CST,"51,52,52A,53,53A,54,54A,54B,55,55A"
1524,20260219 23:40,41.79169845581055,-87.58247375488281,78,5425,55,Midway Orange Line,363,False,204336,273985244,55 -662,,1,N/A,85350,2026-02-19,2026-02-19 23:40:31 CST,"51,52,52A,53,53A,54,54A,54B,55,55A"
8187,20260219 23:40,41.794309533160664,-87.64502085810122,267,5425,55,Midway Orange Line,19476,False,204335,273985243,55 -602,,1,N/A,84090,2026-02-19,2026-02-19 23:40:31 CST,"51,52,52A,53,53A,54,54A,54B,55,55A"
1485,20260219 23:40,41.79322052001953,-87.72292362559925,269,5425,55,Midway Orange Line,40674,False,204334,273985242,55 -661,,1,N/A,82890,2026-02-19,2026-02-19 23:40:31 CST,"51,52,52A,53,53A,54,54A,54B,55,55A"
1520,20260219 23:40,41.79359817504883,-87.69871241871904,87,20424,55,Ashland,16047,False,88421798,274045924,55 -660,,1,N/A,84540,2026-02-19,2026-02-19 23:40:31 CST,"51,52,52A,53,53A,54,54A,54B,55,55A"
8869,20260219 23:40,41.88254928588867,-87.6426773071289,3,1345,60,Randolph/Harbor Dr,40687,False,245,273996561,60 -256,,1,N/A,82920,2026-02-19,2026-02-19 23:40:36 CST,"55N,56,57,59,60,62,62H,63,63W,65"
8295,20260219 23:40,41.881919860839844,-87.63623809814453,266,1350,60,Cicero/24th Pl,7267,False,276,273996570,60 -260,,1,N/A,84600,2026-02-19,2026-02-19 23:40:36 CST,"55N,56,57,59,60,62,62H,63,63W,65"
8592,20260219 23:40,41.848572226131665,-87.67564526726218,241,1350,60,Cicero/24th Pl,28357,False,277,273996544,60 -205,,1,N/A,83400,2026-02-19,2026-02-19 23:40:36 CST,"55N,56,57,59,60,62,62H,63,63W,65"
8312,20260219 23:40,41.84416961669922,-87.73088916979339,267,1350,60,Cicero/24th Pl,43698,False,274,273996571,60 -201,,1,N/A,82200,2026-02-19,2026-02-19 23:40:36 CST,"55N,56,57,59,60,62,62H,63,63W,65"
8279,20260219 23:40,41.84604339599609,-87.7440414428711,267,1350,60,Cicero/24th Pl,49661,True,88362896,273996778,60 -259,,1,N/A,79920,2026-02-19,2026-02-19 23:40:36 CST,"55N,56,57,59,60,62,62H,63,63W,65"
8082,20260219 23:40,41.794542694091795,-87.76957397460937,78,7110,62,Kinzie/State,8479,False,106056,273996880,62 -664,,1,N/A,84900,2026-02-19,2026-02-19 23:40:36 CST,"55N,56,57,59,60,62,62H,63,63W,65"
8706,20260219 23:40,41.80125172932943,-87.72630733913846,78,7111,62,Kinzie/State,20540,False,41,273996879,62 -660,,1,N/A,84000,2026-02-19,2026-02-19 23:40:36 CST,"55N,56,57,59,60,62,62H,63,63W,65"
1535,20260219 23:40,41.84068566037897,-87.65996016117565,55,7111,62,Kinzie/State,46463,False,40,273996878,62 -656,,1,N/A,83100,2026-02-19,2026-02-19 23:40:36 CST,"55N,56,57,59,60,62,62H,63,63W,65"
8119,20260219 23:40,41.88652712233523,-87.6295214713888,356,7111,62,Kinzie/State,68511,False,39,273996877,62 -616,,1,N/A,81660,2026-02-19,2026-02-19 23:40:36 CST,"55N,56,57,59,60,62,62H,63,63W,65"
1484,20260219 23:40,41.864051055908206,-87.62744140625,177,7120,62,Harlem,9931,False,108208,273996975,62 -663,,1,N/A,84270,2026-02-19,2026-02-19 23:40:36 CST,"55N,56,57,59,60,62,62H,63,63W,65"
8924,20260219 23:40,41.79880142211914,-87.74263763427734,259,7120,62,Harlem,53335,False,108205,273996973,62 -661,,1,N/A,81570,2026-02-19,2026-02-19 23:40:36 CST,"55N,56,57,59,60,62,62H,63,63W,65"
8908,20260219 23:40,41.792038872128444,-87.79973844497923,356,7120,62,Harlem,69203,False,108204,273996972,62 -659,,1,N/A,80220,2026-02-19,2026-02-19 23:40:36 CST,"55N,56,57,59,60,62,62H,63,63W,65"
1577,20260219 23:40,41.78044891357422,-87.6029301693565,267,10917,63,Midway Orange Line,5531,False,435,273998456,63 -605,,1,N/A,84900,2026-02-19,2026-02-19 23:40:36 CST,"55N,56,57,59,60,62,62H,63,63W,65"
8130,20260219 23:40,41.779348850250244,-87.67154788970947,268,10917,63,Midway Orange Line,24791,False,434,273998455,63 -656,,1,N/A,83790,2026-02-19,2026-02-19 23:40:36 CST,"55N,56,57,59,60,62,62H,63,63W,65"
1582,20260219 23:40,41.784274618966236,-87.74098161969866,90,10917,63,Midway Orange Line,46287,False,10004555,273998454,63 -616,,1,N/A,82800,2026-02-19,2026-02-19 23:40:36 CST,"55N,56,57,59,60,62,62H,63,63W,65"
8037,20260219 23:40,41.786489386307565,-87.7392199332254,203,10930,63,Stony Island,123,False,261,273998419,63 -657,,1,N/A,85200,2026-02-19,2026-02-19 23:40:36 CST,"55N,56,57,59,60,62,62H,63,63W,65"
1473,20260219 23:40,41.78044128417969,-87.60233471844647,87,10930,63,Stony Island,41699,False,259,273998433,63 -620,,1,N/A,82800,2026-02-19,2026-02-19 23:40:36 CST,"55N,56,57,59,60,62,62H,63,63W,65"
1399,20260219 23:40,41.92179067511307,-87.78229402240954,284,6657,65,Nordica,49859,False,88366839,273987585,65 -855,,1,N/A,82800,2026-02-19,2026-02-19 23:40:36 CST,"55N,56,57,59,60,62,62H,63,63W,65"
1442,20260219 23:39,41.92358095683749,-87.80071331205822,270,6657,65,Nordica,55031,False,88366838,273987584,65 -854,,1,N/A,81600,2026-02-19,2026-02-19 23:40:36 CST,"55N,56,57,59,60,62,62H,63,63W,65"
8937,20260219 23:40,41.894832611083984,-87.7646713256836,90,6662,66,Navy Pier,2705,False,173,273989070,66 -872,,1,N/A,85110,2026-02-19,2026-02-19 23:40:41 CST,"66,67,68,70,71,72,73,74,75,76"
8884,20260219 23:40,41.895172119140625,-87.73180990952712,87,6662,66,Navy Pier,11665,False,172,273989069,66 -869,,1,N/A,84450,2026-02-19,2026-02-19 23:40:41 CST,"66,67,68,70,71,72,73,74,75,76"
8772,20260219 23:40,41.896018981933594,-87.67095947265625,88,6662,66,Navy Pier,28235,False,171,273989068,66 -868,,1,N/A,83790,2026-02-19,2026-02-19 23:40:41 CST,"66,67,68,70,71,72,73,74,75,76"
8571,20260219 23:40,41.89617156982422,-87.66165968088004,86,6662,66,Navy Pier,30763,False,170,273989067,66 -867,,1,N/A,83130,2026-02-19,2026-02-19 23:40:41 CST,"66,67,68,70,71,72,73,74,75,76"
8547,20260219 23:40,41.89231491088867,-87.6100082397461,179,6662,66,Navy Pier,50177,False,168,273989065,66 -866,,1,N/A,81810,2026-02-19,2026-02-19 23:40:41 CST,"66,67,68,70,71,72,73,74,75,76"
8612,20260219 23:40,41.8951416015625,-87.62033081054688,0,6665,66,Austin,4045,False,355,273989264,66 -822,,1,N/A,84840,2026-02-19,2026-02-19 23:40:41 CST,"66,67,68,70,71,72,73,74,75,76"
8877,20260219 23:40,41.89158487319946,-87.63539123535156,270,6665,66,Austin,10612,False,354,273989263,66 -856,,1,N/A,84240,2026-02-19,2026-02-19 23:40:41 CST,"66,67,68,70,71,72,73,74,75,76"
609,20260219 23:40,41.89619582446653,-87.65962629175898,270,6665,66,Austin,17873,False,353,273989262,66 -855,,1,N/A,83640,2026-02-19,2026-02-19 23:40:41 CST,"66,67,68,70,71,72,73,74,75,76"
8819,20260219 23:40,41.895660400390625,-87.6967786516462,268,6665,66,Austin,27976,False,352,273989261,66 -854,,1,N/A,83040,2026-02-19,2026-02-19 23:40:41 CST,"66,67,68,70,71,72,73,74,75,76"
8412,20260219 23:40,41.89506149291992,-87.74285507202148,274,6665,66,Austin,40498,False,351,273989260,66 -870,,1,N/A,82440,2026-02-19,2026-02-19 23:40:41 CST,"66,67,68,70,71,72,73,74,75,76"
8873,20260219 23:40,41.894901275634766,-87.75294803928685,89,6982,66,Pulaski,5907,False,88421721,274027092,SN  -852,,1,N/A,85020,2026-02-19,2026-02-19 23:40:41 CST,"66,67,68,70,71,72,73,74,75,76"
8909,20260219 23:40,41.773403712681365,-87.58544158935547,271,4605,67,Ford City,4818,False,88358176,273989381,67 -606,,1,N/A,84930,2026-02-19,2026-02-19 23:40:41 CST,"66,67,68,70,71,72,73,74,75,76"
8016,20260219 23:40,41.76873235233494,-87.6510856503346,269,4605,67,Ford City,23944,False,88358174,273989380,67 -611,,1,N/A,83640,2026-02-19,2026-02-19 23:40:41 CST,"66,67,68,70,71,72,73,74,75,76"
8185,20260219 23:40,41.756121666666665,-87.732975,356,4605,67,Ford City,51539,False,88358173,273989379,67 -610,,1,N/A,82440,2026-02-19,2026-02-19 23:40:41 CST,"66,67,68,70,71,72,73,74,75,76"
8228,20260219 23:40,41.769117401867376,-87.62589449998809,89,4609,67,69th Red Line,34756,False,88358291,273989493,67 -603,,1,N/A,83580,2026-02-19,2026-02-19 23:40:41 CST,"66,67,68,70,71,72,73,74,75,76"
1452,20260219 23:40,41.773738333333334,-87.58618333333334,175,4610,67,67th/South Shore,46573,False,88358290,273989492,67 -651,,1,N/A,82320,2026-02-19,2026-02-19 23:40:41 CST,"66,67,68,70,71,72,73,74,75,76"
1245,20260219 23:40,41.90324783325195,-87.67724833768956,265,2291,70,Austin,14091,False,88347551,273989830,70 -852,,1,N/A,84270,2026-02-19,2026-02-19 23:40:41 CST,"66,67,68,70,71,72,73,74,75,76"
1500,20260219 23:40,41.90211639404297,-87.77228546142578,268,2291,70,Austin,39996,False,88364403,273989829,70 -815,,1,N/A,83040,2026-02-19,2026-02-19 23:40:41 CST,"66,67,68,70,71,72,73,74,75,76"
8132,20260219 23:40,41.76596044457477,-87.58855123105256,88,7029,71,112th/Torrence,12134,False,22223627,273993188,71 -115,,1,N/A,84630,2026-02-19,2026-02-19 23:40:41 CST,"66,67,68,70,71,72,73,74,75,76"
8325,20260219 23:40,41.73139176001916,-87.54989624023438,179,7029,71,112th/Torrence,35514,False,22223626,273993187,71 -158,,1,N/A,83430,2026-02-19,2026-02-19 23:40:41 CST,"66,67,68,70,71,72,73,74,75,76"
8000,20260219 23:40,41.695037841796875,-87.55950927734375,359,7032,71,69th Red Line,874,False,22223613,273993092,71 -160,,1,N/A,85200,2026-02-19,2026-02-19 23:40:41 CST,"66,67,68,70,71,72,73,74,75,76"
